"Data Source","World Development Indicators",

"Last Updated Date","2023-10-26",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Fragile and conflict affected situations","FCS","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.66376739443418","4.50694564718039","4.39504399067392","4.29675522409452","4.25553132671459","4.18777350895154","4.12469171620556","4.08268653984428","4.06411669261824","3.99061197936213","3.81826762448479","3.66022606629399","3.53609626290736","3.45236199135733","3.37577039684559","3.23552475088904","3.16689001883032","3.06790097211262","3.07652828499088","3.04804090740272","","","",
"Finland","FIN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","10.9","11","10.6","9.8","10.7","10.5","9.6","9.5","10.9","9.3","8.2","8.4","8.7","7.5","6.6","7","8.7","8","7.6","","","",
"Fiji","FJI","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.8","7.5","7.6","7.2","6.8","6.6","6","5.9","6.3","6.4","6.2","6.1","6","5.9","5.8","5.7","5.7","5.8","5.7","5.7","","","",
"France","FRA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7","11.3","11.9","11.6","11.5","11.1","10.6","10.4","10.4","10.4","10.4","9.9","9.7","9.4","8.8","8.4","8","8","7.8","7.6","","","",
"Faroe Islands","FRO","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.4","11","10.3","10.5","10.8","11.1","11.1","11","11","11","11","11.3","11.5","11.6","11.6","12.2","12","12.3","12.6","12.7","","","",
"Gabon","GAB","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.1","4.6","4.5","4.1","4.1","4.7","4.3","4.5","3.8","3.6","3.4","2.7","2.5","3.1","3.1","2.7","2.6","2.5","2.4","","","",
"United Kingdom","GBR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3","3.9","4.1","4.1","4.3","4.1","3.8","3.6","3.8","3.7","3.7","3.9","3.7","3.8","4","4.4","4.1","4.1","4.1","4","","","",
"Georgia","GEO","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.8","2.7","3.4","3","3.1","2.5","2.3","2.4","2.7","3.4","2.9","3","2.9","3.1","3.5","3.6","3.5","3.1","3.1","3","","","",
"Ghana","GHA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.9","1.9","2","2","2","2","2.1","2","2","2","1.8","1.8","1.7","1.6","1.5","1.4","1.3","1.2","1.2","","","",
"Gibraltar","GIB","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.9","4","4","4","4","4.3","4.5","4.5","4.6","4.8","5","5","5.1","4.9","5.1","5.1","5","4.8","4.9","","","",
"Gambia, The","GMB","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.6","3.6","3.7","3.7","3.7","3.7","3.7","3.6","3.6","3.5","3.4","3.5","3.5","3.5","3.4","3.3","3.1","3","3","3","","","",
"Guinea-Bissau","GNB","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.9","4.8","4.7","4.7","4.6","4.6","4.6","4.7","4.6","4.6","4.5","4.3","4.4","4.3","4.1","4.1","4.1","3.9","3.9","","","",
"Equatorial Guinea","GNQ","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","5.1","4.7","4.9","5","5","5.7","5.8","6.2","6.9","6.9","6.5","6.1","5.7","6.2","7.1","6.7","5.9","5.7","6","","","",
"Greece","GRC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5","0.9","1.2","1.2","1.2","1.4","1.2","1.1","1.2","1.1","0.7","1.5","1.7","2","2.2","2","1.6","2","1.9","1.9","","","",
"Grenada","GRD","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.7","0.5","0.5","0.7","0.6","1.4","0.6","0.7","0","0","0","0.6","0.6","1.1","0.5","1","0.5","0.6","0.7","","","",
"Greenland","GRL","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","3.8","3.9","3.9","4","4","3.9","3.5","3.3","3.5","3.2","3","2.9","2.9","2.9","2.9","2.8","2.7","2.6","2.6","","","",
"Guam","GUM","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.8","14.9","13.5","15.5","14.7","14","14.6","14.6","14.1","18.3","15.2","14.5","15.7","17.4","13.9","16.2","16.4","16.7","17.1","17.4","","","",
"High income","HIC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.93098768978127","6.77627686290484","7.0688956215841","7.22435482704745","7.21577917469422","7.19879342974111","7.02705527324708","7.22466799733047","7.28212035279589","7.41929733233108","7.39645847285189","7.41346427693577","7.22184287819139","7.25356556745671","7.14787096980191","7.1274863353152","6.83985085248039","6.81315121536545","6.84255714321774","6.79252205170738","","","",
"Hong Kong SAR, China","HKG","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","0.8","0.8","0.9","0.9","0.9","0.9","0.9","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.8","","","",
"Heavily indebted poor countries (HIPC)","HPC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8659983324065","4.69434516475513","4.51659388364389","4.43081855163008","4.3271416446771","4.29057420772886","4.25714980387747","4.14022682078702","4.08370945011451","4.06257672102958","3.9658933985091","3.8440714301536","3.65424300266439","3.50788754897863","3.37973612117942","3.30281205054367","3.23744454473328","3.15280916744292","3.12063362342071","3.11938376845881","","","",
"Croatia","HRV","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3","9.8","10","8.5","10.2","9.9","10","9","8.3","7.8","9","8.4","8.6","7","8.7","9.2","7.8","7.6","8.1","8.1","","","",
"Haiti","HTI","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.7","9.5","9.4","9.3","8.9","9.4","9.5","9.7","9.6","9.7","10.1","9.2","8.8","8.7","8.6","8.5","8.2","7.8","7.7","7.6","","","",
"Hungary","HUN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","13.2","12.5","12.2","12.5","11.6","11.8","11.3","11.3","11.1","11","11.5","11.4","10.4","9.3","9.9","9.3","8.2","8.1","8.3","","","",
"IBRD only","IBD","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.961111122939","10.1934902557893","9.55315253071297","9.36148360111943","9.34665815671536","9.22036235553193","8.86303787352678","8.4301488512591","8.15804587085284","7.91963766530146","7.83833222139304","7.57993276487985","7.16066947139354","6.88116850076739","6.56455509221875","6.40160388998871","6.26801414438042","6.20737160108821","6.32958983304263","6.29647909767028","","","",
"IDA & IBRD total","IBT","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.52052313430626","8.86826629342281","8.3368892768311","8.16289684738028","8.12318904578365","8.03745634278081","7.71905301951053","7.3616590846107","7.13398193314194","6.93713523432842","6.84855216349802","6.60117187839904","6.25109790082954","6.01446380979052","5.7414973919072","5.60163239573424","5.48039941332626","5.40462074219394","5.47916814230069","5.44016861476199","","","",
"IDA total","IDA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39696125170078","4.21680586755022","4.1263266162923","4.06997866194453","4.00012719344365","4.10331461501478","3.96623907519866","3.90521338797463","3.86550115590281","3.84306162467427","3.77499496584297","3.60281414130371","3.49818335315462","3.4195221525253","3.30324748347882","3.25822439394465","3.20113737418049","3.11106200915179","3.08249176475538","3.06181280241556","","","",
"IDA blend","IDB","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.29399401257688","4.26097760515702","4.25878316465883","4.21553234015211","4.22561824399824","4.17161782887377","4.28475009205456","4.26326683179754","4.29425404117743","4.22240152748009","4.10139875425336","3.95843704435195","3.89245637982111","3.91803398578311","3.85778992346172","3.74394984891286","3.68638956584736","3.588867217087","3.53262330703524","3.45463649617917","","","",
"Indonesia","IDN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.8","1.8","1.7","1.6","1.5","1.5","1.4","1.4","1.4","1.3","1.3","1.2","1.2","1.2","1.1","1.1","1.1","1.1","1.1","","","",
"IDA only","IDX","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.44776184539767","4.19493133206076","4.06075314114116","3.99804286197819","3.88871715218188","4.06958195665972","3.80905337149612","3.72850358443146","3.65364671942546","3.65529339411101","3.61305561692815","3.42612382551097","3.30234625435475","3.17204660706328","3.0282268103707","3.01767465054729","2.9613344961518","2.87545979708868","2.86097713092455","2.86894831616094","","","",
"Isle of Man","IMN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","15.9","15","14","13.6","13.7","13.5","12.9","12.6","12.4","12.9","12.8","12.2","11.8","11","10.8","10.6","10.5","11","11.1","","","",
"Not classified","INX","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.5","4.5","5.6","4.2","5.1","4.5","5","5.9","5.4","5.4","4.6","4.5","4.7","4","4","4","4.1","4","3.9","","","",
"Iran, Islamic Rep.","IRN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2","6.1","5.9","5.5","5.3","4.9","4.6","4.8","4.5","4.3","4.3","4.3","4.1","3.8","3.6","3.3","3.2","3","2.9","2.8","","","",
"Iraq","IRQ","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7","2.7","2.7","2.5","2.5","2.5","2.4","2.3","2.3","2.4","2.5","2.6","2.6","2.5","2.4","2.4","2.3","2.2","2.1","2","","","",
"Iceland","ISL","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.3","6.4","6.2","5.7","7.3","8.3","7.8","10.3","8.9","8.5","5.8","5.4","8.6","7.3","9.4","5.9","4.6","2.7","3.8","3.9","","","",
"Israel","ISR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.5","2.9","2.5","2.7","3.8","2.7","2","2","2.7","2.5","2.4","2.3","2.6","2.5","2.1","2.1","2.5","2.4","2.3","","","",
"Italy","ITA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.6","3.5","3.8","3.5","3.5","3.4","3.3","3.4","3.4","3.2","3.3","3.6","3.7","3.5","3.6","3.2","3.5","3.5","3.5","","","",
"Jamaica","JAM","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.8","0.8","0.8","0.8","0.7","0.7","0.7","0.8","0.9","0.9","0.9","0.9","0.9","1","1.1","1","1","1","1.1","","","",
"Jordan","JOR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8","1.7","1.6","1.6","1.6","1.3","1.2","1","0.9","0.8","0.8","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","","","",
"Japan","JPN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6","13","13.1","13.8","13.2","13.2","13.5","14.2","13.9","13.8","13.8","14.3","12.9","12.9","12.3","11.4","10.5","10.1","10.2","9.2","","","",
"Kazakhstan","KAZ","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5","11.8","12.1","12.4","12.4","12.3","12.3","12.3","12","10.9","10.5","10","9.6","9.2","8.5","8.2","7.8","7.6","7.1","6.8","","","",
"Kenya","KEN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.4","3.9","3.6","3.2","2.7","3","3","3.4","3.4","3.3","3.4","3.1","3","3.2","3.1","2.9","2.8","2.8","3.1","3.2","","","",
"Kyrgyz Republic","KGZ","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","4.3","4.7","4.6","4.4","4.8","4.7","4.7","4.6","4.8","4.6","4.8","4.4","4","4.1","3.9","3.7","3.5","3.4","3.2","","","",
"Cambodia","KHM","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.9","3.8","3.7","3.8","3.8","3.7","3.6","3.4","3.2","3.2","3.1","3.1","3","2.9","2.9","2.9","2.8","2.8","2.8","","","",
"Kiribati","KIR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9","9.8","9.8","9.6","9.6","9.6","9.6","9.8","9.9","9.8","9.7","9.7","9.6","9.6","9.5","9.4","9.3","9.1","8.6","8.7","","","",
"St. Kitts and Nevis","KNA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","9.5","12","15.1","16.1","17.9","15.5","19.5","20.4","24.4","23","21.9","19.5","18.6","17.2","16.5","16","14.7","15.9","16.9","","","",
"Kuwait","KWT","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.5","1.4","1.3","1.3","1.3","1.2","1.2","1.2","1.1","1","0.9","0.9","0.8","0.8","0.7","0.7","0.7","0.7","0.7","","","",
"Latin America & Caribbean (excluding high income)","LAC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.34959055676318","2.49289475994851","2.56982976314948","2.45434248882944","2.42164251386662","2.46728519078782","2.39981826229323","2.46693833236017","2.50783170316236","2.55863774218513","2.56539582152747","2.62375937856061","2.62724438289279","2.60677405798063","2.66615894276411","2.76837223750436","2.62126868043753","2.81804168146279","2.81322360617895","2.74055810691512","","","",
"Lao PDR","LAO","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6","5.6","5.4","5.2","5","5","4.8","4.6","4.5","4.3","4.2","4.1","3.8","3.7","3.5","3.5","3.4","3.4","3.3","3.2","","","",
"Lebanon","LBN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","2.2","2.1","2","2","1.9","1.8","1.9","1.9","1.9","1.9","1.9","1.8","1.8","1.8","1.7","1.7","1.8","1.6","1.7","","","",
"Liberia","LBR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","3.8","3.8","3.9","4.2","3.9","4","4.2","4.1","3.9","3.9","4","4","3.9","4","3.7","3.7","3.7","3.5","3.3","","","",
"Libya","LBY","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.9","2.9","2.7","2.5","2.5","2.5","3.2","3.4","3.9","3.7","3.2","3.4","3.1","3.2","3.1","3","3.2","3.4","2.9","","","",
"St. Lucia","LCA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9","1.8","1.6","1.6","1.6","1.6","1.6","1.6","1.7","1.6","1.7","1.6","1.8","1.8","1.8","1.8","1.6","1.7","1.7","1.7","","","",
"Latin America & Caribbean","LCN","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.36827774802568","2.51356014806128","2.60191645321275","2.48082547735797","2.4421606628289","2.47836005659184","2.41457070446792","2.50004570855583","2.54592035410623","2.59432826357435","2.57993754047724","2.6203960680123","2.61106147839006","2.58170061735387","2.62909782392803","2.74490539966401","2.60154984936183","2.76404213376758","2.76336677689823","2.70264213633872","","","",
"Least developed countries: UN classification","LDC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.33324095338432","4.1849033343637","4.06074417834359","3.98973269826395","3.89119168637531","3.85997074964103","3.85609759706733","3.73065864077515","3.68542780525949","3.63972615606609","3.53005366290989","3.43287598718127","3.30567902858537","3.16932098018621","3.05012879024742","3.01378156335495","2.9639687408668","2.87643312000852","2.86621258275513","2.88249779710031","","","",
"Low income","LIC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.87059500828204","4.73440649236758","4.59431798966457","4.50398620934309","4.42368247604586","4.38127613808359","4.32096079136018","4.19870802441671","4.15745838134106","4.11280867302589","4.01062894211653","3.91246769938298","3.75403089209163","3.60874910089967","3.51870682493451","3.47895538692439","3.43117856155875","3.34836249200371","3.34422251054923","3.34116842054756","","","",
"Liechtenstein","LIE","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.4","10.2","9.9","10.2","9.8","18.8","8","8.7","8","8.7","11.4","7.4","7.1","6.7","5.2","6.7","6.6","6.4","6.3","6.2","","","",
"Lower middle income","LMC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.95446371829258","9.60823856500432","9.15387155959396","8.64777615442702","8.40650381780746","8.48732423264744","8.29182203962845","7.99744831890018","7.82314539106224","7.69089204016718","7.88300741631465","7.74180669080034","7.41743556301391","7.18718171043062","6.75148373087014","6.61444258668539","6.47837508694102","6.36382288449569","6.54745275576387","6.56573075845533","","","",
"Low & middle income","LMY","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.64138245328855","8.9800113554975","8.42657116851618","8.25197067452107","8.21162911865944","8.12219437142008","7.79619150449016","7.43510872621961","7.20491999719363","7.00252076326509","6.91443484426538","6.67040171037996","6.31387675057401","6.07449244989092","5.79954563069793","5.65780706063313","5.54111762170179","5.46401249158999","5.53821328962257","5.49751730613889","","","",
"Lesotho","LSO","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7","12.3","12.9","14.7","15","14.4","18.8","19.1","25.9","26","25.9","29.4","34.5","37.5","39.5","39.3","36","30.8","29.9","30.1","","","",
"Late-demographic dividend","LTE","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6509965664437","10.3733901542673","9.55005602634034","9.71641851825329","9.93690471068664","9.75740708107101","9.11640031824074","8.5844013890559","8.17963605319517","7.83176067021888","7.46505146614915","6.99297112598872","6.52518159547294","6.23626597547223","6.01614476848227","5.85505071076706","5.72691729350881","5.67053280934316","5.6444975327171","5.52952745338683","","","",
"Lithuania","LTU","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4","16.3","14","15.3","15.3","14.4","12.3","11.4","12.4","12.2","12.9","14.2","12.5","13.9","11.6","11.9","9.6","11.5","10.1","9.6","","","",
"Luxembourg","LUX","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","9.2","8.3","8.9","5.7","6.7","7.5","7.8","7.8","6.4","6.8","7.4","7.7","7","9.1","7.7","6.4","6","6.7","7.1","","","",
"Latvia","LVA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8","11.5","12.8","11","9.5","10.2","7.1","8.1","9.4","9.2","5.9","7.2","7.3","6.2","7.1","8.4","8.2","8.3","4.3","7","","","",
"Macao SAR, China","MAC","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6","7.5","7.4","7.3","7.1","7.1","6.9","6.9","6.7","6.6","6.4","6.2","6","5.8","5.5","5.3","5.1","5","4.8","4.7","","","",
"Monaco","MCO","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Suicide mortality rate, female (per 100,000 female population)","SH.STA.SUIC.FE.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","5.8","5.8","5.3","5.8","5.9","5.7","5","6.3","5.6","5.8","4.4","5.9","5.2","4.7","5.4","4.7","4","3.8","4.1","","","",
